emis_key,school_name
700252114,gp West Rand Mine Primary School
700270942,gp Mohlakano Primary School
700340596,gp Fountain Five Primary School
700250878,gp Panorama Primary School
700340836,gp Leratadima Primary School
700150318,gp Sandtonview Intermediate School
700151407,gp Rivonia Primary School
700162263,gp Thulasizwe Primary School (BOKSBURG)
700240663,gp Entokozweni Primary School
700110056,gp Alpha Primary School
700241753,gp Shalom Primary School
700150151,gp Bramley Primary School
700120139,gp Floridalaan Primary School
700232082,gp Patogeng Primary School
700250647,gp Ebenhaeser Primary School
700321869,gp Chrystal Springs Private Combined School
700400242,gp Buhle Park Primary School
700250803,gp Paardekraal Primary School
700311217,gp Lebone Primary School
700120733,gp Suidheuwels Primary School
700341024,gp Nokulunga Primary School
700240275,gp Haakdoorn Primary School
700240499,gp A Re Thabeng Primary School
700331348,gp Skansdam Farm Primary School
700230961,gp Pretoria East Primary School
700400393,gp Kingsway No 2 Primary School
700121756,gp Siyavuma Primary School
700914265,gp Reatlegile Primary School
700140400,gp Boepakitso Primary School
700311019,gp Dumehlezi Primary School
700330878,gp Itemoheng Primary School
700320309,gp Batloung Primary School
700252859,gp Millenium Primary School
700910531,gp Ikeleng Primary School
700250118,gp Discovery Primary School
700912396,gp Reinotswe Special School
700260398,gp Kreft Primary School
700251934,gp Tarlton Farm Combined School
700340646,gp Hleziphi Primary School
700141192,gp T C Esterhuysen Primary School
700120170,gp Heerengracht Primary School
700140962,gp Thabisile Primary School
700232687,gp Brindhaven Primary School
700140277,gp Piet van Vuuren Primary School
700131102,gp Orange Grove Primary School
700132399,gp Leratong Primary School
700241083,gp Phumzile Primary School
700261099,gp Moduopo Primary School
700211672,gp Sizanani Special School
700310102,gp Anzac Primary School
700111559,gp Spectrum Primary School
700240697,gp St Francis Primary School
700150557,gp HA Jack Primary School
700220541,gp Balebogeng Primary School
700261537,gp Madibatlou Combined School
700341412,gp Tshwaragano Primary School
700120220,gp Mcbain Charles Primary School
700912053,gp Tane Primary School
700270694,gp Ekuphakameni Mine Primary School
700270306,gp Laerskool Glenharvie Combined School
700131409,gp Roseneath Primary School
700911931,gp Sekampaneng Primary School
700232272,gp Thoho-ya-Ndou Primary School
700261719,gp Kanana Primary School
700400077,gp Steve Biko Primary School
700221036,gp Rethakgetse Primary School
700120832,gp Meredale Primary School
700400176,gp June Nicholls Special School
700271205,gp Western Area Mine Combined School
700331496,gp Vukuzakhe Primary School
700340265,gp AA Visser Primary School
700161927,gp Nageng Primary School
700350314,gp Selectionpark Primary School
700241000,gp Mzimuhle Primary School
700260059,gp Bonaero Park Primary School
700911487,gp Namo Primary School
700310961,gp Dan Pharasi Primary School
700160994,gp van Dyk Primary School
700220384,gp Skuilkrans Primary School
700270512,gp Rockland Primary School
700232074,gp Paradise Bend Primary School
700121400,gp Isaacson Primary School
700270900,gp Maputle Primary School
700111005,gp Mara Primary School
700221325,gp Via Nova School for the Mentally Disabled
700320465,gp Ekujuleni Primary School
700161687,gp Abinala Primary School
700131177,gp Parkview Junior Primary School
700310557,gp Rynfield Primary School (MATHERS Str)
700341503,gp Vumbeni Primary School
700241422,gp Tomarie Farm Primary School
700341073,gp Pheasant Folly Farm Primary School
700930928,gp Losberg Primary School
700271130,gp Tsitsiboga Combined School
700261701,gp Ebony Park Primary School
700320127,gp Noordhoek Primary School
700140475,gp Elitheni Primary School
700232330,gp Zodwa School for Mentally Handicapped Learners
700310813,gp Tom Newby Primary School
700251199,gp Atlholang Combined School
700232661,gp Phuthaditshaba Primary School
700310268,gp Farrarmere Primary School
700230805,gp Broederstroom Primary School
700121558,gp Mochochonono Primary School
700251942,gp Thabang Primary School (SOWETO)
700140830,gp Moruta Thuto Primary School
700251652,gp Unified Public Combined School
700240887,gp Lesedi Potlana Primary School
700130666,gp Johannesburg Girls' Preparatory Primary School
700120741,gp Montanus Primary School
700331223,gp Ratasetjhaba Farm Primary School
700220061,gp P S Fourie Primary School
700400207,gp Hammanskraal West Primary School
700110833,gp Khulani Primary School
700311316,gp Magalelagase Primary School
700251561,gp Lengau Combined School
700140236,gp Esperanza Primary School
700251462,gp Ithembalihle Primary School
700251603,gp Magaliesburg Group of Schools
700310086,gp Rynsoord Primary School
700231035,gp Wonderboom South Primary School
700350751,gp Iphahamiseng Primary School
700310227,gp Brenthurst Primary School
700210286,gp Irene Primary School
700133116,gp Thabisang Primary School
700350777,gp Job Maseko Primary School
700152330,gp Sefikeng Combined School
700121632,gp Nkholi Primary School
700340869,gp Lungisani Primary School
700910962,gp Mabu-a-Tlou Primary School
700220376,gp Silverton Primary School
700121418,gp Isipho Primary School
700132175,gp Emisebeni Junior Primary School
700240937,gp Mathaga Primary School
700400082,gp Braamfischerville Primary School
700400533,gp Dulcie September Primary School
700120014,gp Boekenhout Primary School
700400121,gp Harry Gwala Primary School
700230920,gp Kwaggasrand Primary School
700240952,gp Meetseng Primary School
700110114,gp Harmony Primary School
700140707,gp Lejoeleputsoa Primary School
700220616,gp Emthunzini Primary School
700221002,gp Refentse Primary School (MAMELODI WEST)
700111336,gp Thaba Tshehlo Primary School
700311472,gp Rolihlahla Primary School
700151365,gp Risidale Primary School
700161349,gp Primrose Primary School
700400587,gp Lufereng Primary School
700130344,gp Fairview Junior Primary School
700241034,gp Ntsha Peu Primary School
700320184,gp Oliver Lodge Primary School
700210807,gp Rooihuiskraal Primary School
700270959,gp Mohlakeng Public Primary School
700311399,gp Moshoeshoe Primary School
700150813,gp Fontainebleau Primary School
700400060,gp Bakerton Primary School
700210773,gp Olifantsfontein Primary School
700110916,gp Lethabo Primary School
700331173,gp Qhakazani Primary School
700400083,gp Freedom Primary School
700260356,gp Edleen Combined School
700350579,gp Bochabela Farm Primary School
700320838,gp Lesedi-la-Thuto Primary School
700161273,gp Leeuwport Primary School
700121020,gp Rewlatch Primary School
700260638,gp Bojelong Primary School
700250787,gp Muldersdrif Primary School
700220400,gp Villieria Primary School
700261198,gp Seotloana Primary School
700320846,gp Letsemeng Primary School
700260828,gp Gahlanso Primary School
700261214,gp Siphiwe Primary School
700350595,gp Bongani Farm Primary School
700210732,gp Louis Leipoldt Primary School
700111534,gp Mid-Ennerdale Primary School
700131730,gp Yeoville Boys' Primary School
700340760,gp Khehlekile Primary School
700340919,gp Mohaung Primary School
700311209,gp Kuzimisela Primary School
700321174,gp Nonediba Primary School
700240754,gp Ikhwezilethemba Primary School
700221432,gp Nellmapius Primary School
700321042,gp Mojala-Thuto Primary School
700261446,gp Welomlambo Primary School
700310045,gp Actonville Primary School
700251348,gp Dr Mary Malahlela Primary School
700221482,gp Meetse-a-Bophelo Primary School
700220897,gp Moretele Primary School
700340927,gp Mohlodi Primary School
700121566,gp Molalatladi Primary School
700311266,gp Letsha Primary School
700132076,gp Ditawana Primary School
700140012,gp Bernard Isaacs Primary School
700121293,gp Emathafeni Primary School
700310458,gp Brakpan East Primary School
700110627,gp Elsie Ngidi Primary School
700270280,gp De Beer Primary School
700120048,gp Delrado Primary School
700152082,gp Dr Knak Primary School
700160358,gp Dunvegan Primary School
700311480,gp Shadrack Mbambo Primary School
700400080,gp Dr Mathole Motshekga Primary School
700331520,gp Vuyo Primary School
700251306,gp Die Poort Farm Primary School
700310920,gp Bhekimfundo Primary School
700910367,gp Fatlhogang Primary School
700341354,gp Thokoza Primary School
700120295,gp Parkdale Primary School
700911520,gp Nong Primary School
700400116,gp Obed Mosiane Primary School
700320135,gp Oospark Primary School
700912039,gp Sunvalley Primary School
700311167,gp Katlego Primary School
700910214,gp Botsalo Primary School
700400539,gp Sicelo Primary School
700210831,gp Uitsig Primary School
700400684,gp Noordwyk Primary School
700310474,gp Dalview Primary School
700260364,gp Impala Primary School
700310011,gp Geluksdal Primary School
700150847,gp Unika Primary School
700140996,gp Thobeka Primary School
700133512,gp Parktown Public Primary School
700231803,gp Jj De Jong Primary School
700211441,gp Kgoro Primary School
700321018,gp Mogogodi Primary School
700321646,gp Tshediso Primary School
700110809,gp Kgatelopele Primary School
700150839,gp Louw Geldenhuys Primary School
700230797,gp Booysens Primary School
700241240,gp Sediba-sa-Tsebo Primary School
700261347,gp Thuthuka Primary School
700230060,gp Laudium Primary School
700250985,gp Ridgevale Primary School
700250175,gp Horizon View Primary School
700340547,gp Dukathole Primary School
700251769,gp Phatudi Combined School
700120071,gp Eldorado Park Combined School
700240325,gp Theresapark Primary School
47068,gp Society For Care of Mentally and Physically Disabled
700162271,gp Mampudi Primary School
700270272,gp Dagbreek Primary School
700211755,gp Vezulwazi Primary School
700321737,gp Zitha Primary School
700240911,gp Mafumbuka Primary School
700230268,gp Hamilton Primary School
700210013,gp Onverwacht Primary School
700321240,gp Phehello Primary School
700270330,gp Modderfontein Primary School
700400701,gp Larochelle Primary School
700161331,gp Primrose Hill Primary School
700330514,gp Park Ridge Primary School
700110288,gp Parkside Primary School
700220913,gp Mveledzo Primary School
700140459,gp Dzata Primary School
700320952,gp Evaton Primary School
700320721,gp Kitso Primary School
700271239,gp Zuurbekom Combined School
700212267,gp Walter Sisulu Primary School
700133363,gp Ferreira Primary School
700251678,gp Matla Intermediate School
700162107,gp Zimele Primary School
700331207,gp Radipabi Primary School
700230193,gp Capital Park Primary School
700240689,gp Filadelfia School for the Deaf
700161638,gp Wit Deep Primary School
700270850,gp Letsatsing Mine Intermediate School
700400326,gp Rondebult Primary School
700261180,gp Sedibeng Primary School (TEMBISA)
700120246,gp Milnerton Primary School
700351023,gp Redumeletswe Primary School
700331165,gp Pudumo Primary School
700912187,gp Tlotlompho Primary School
700130575,gp I H Harris Primary School
700261404,gp Ukukhula Farm Primary School
700330373,gp Handhawer Primary School
700221200,gp Zakhele Primary School
700260331,gp Bredell Primary School
700251785,gp Rand Gold Farm Primary School
700241802,gp Itumeleng Madiba Primary School
700910836,gp Lefofa Primary School
700161935,gp Ndlelenhle Primary School
700250639,gp Dr Havinga Primary School
700160382,gp Eastleigh Primary School
700120873,gp Park Junior Primary School
700260703,gp Ecaleni Primary School
700340117,gp Alberview Primary School
700210781,gp Paratus Primary School
700160879,gp Concordia Primary School
700151019,gp Montrose Primary School
700140558,gp Ikaneng Combined School
700330464,gp Eligwa Primary School
700930471,gp Greenspark Primary School
700250753,gp Krugersdorp North Primary School
700912018,gp St Camillus Primary School
700321125,gp Motlotlo Primary School
700152108,gp Ekukhanyisweni Primary School
700260521,gp Westside Primary School
700911388,gp Morula View Primary School
700141036,gp Tiyimiseni Primary School
700152058,gp Carter Primary School
700140491,gp Empumalanga Primary School
700910276,gp Dikgakologo Primary School
700350678,gp Emzimkhulu Primary School
700121475,gp Leihlo Primary School
700140897,gp Rebongwe Primary School
700311332,gp Mandlethu Primary School
700111013,gp Megatong Primary School
700230870,gp Generaal Jacques Pienaar Primary School
700230847,gp Eendracht Primary School
700400076,gp Mayibuye Primary School (MIDRAND)
700340703,gp Kabelo Primary School
700311308,gp Madingoane Primary School
700241166,gp Rodney Mokoena Primary School
700132548,gp Mokorotlo Primary School
700400527,gp Thorntree Primary School
700260653,gp Bonwelong Primary School
700110270,gp Park Primary School
700140293,gp Northcliff Primary School
700220533,gp Bajabulile Primary School
700310250,gp Crystal Park Primary School
700330357,gp Drie Riviere Primary School
700270017,gp Hartzstraat Primary School
700330035,gp Roshnee Primary School
700140590,gp Inkwenkwezi Primary School
700161091,gp Parkrand Primary School
700240317,gp Stephanus Roos Primary School
700331017,gp Matsie Steyn Primary School
700111104,gp Mveledzandivho Primary School
700341008,gp Mutingati Primary School
700141242,gp Westbury Primary School
700111286,gp Sivuleleni Primary School
700121640,gp Nonto Primary School
700260380,gp Kempton Park Primary School (RHODESFIELD)
700161869,gp Khayelihle Primary School
700230938,gp Mayville Primary School
700241109,gp Dimakatso Primary School
700320374,gp Bula Tsela Primary School
700341198,gp Sakhile Combined School
270538,gp Rotara Special School
700161679,gp Wychwood Primary School
700251884,gp Setlolamathe Combined School
700152355,gp Skeen Primary School
700110973,gp Mambo Primary School
700152256,gp MC Weiler Primary School
700330019,gp Rust-ter-Vaal Intermediate School
700260166,gp Kempton Park Primary School (Kempton Park)
700110049,gp Poseidon Road Primary School
700911238,gp Mmatso Primary School
700400278,gp Pretoria Primary School
700321141,gp Mqiniswa Primary School
700320648,gp Jabulani Thabang Primary School
700260869,gp PS Tsosane Primary School
700270264,gp Blyvooruitsig Primary School
700910126,gp Bodubelo Primary School
700252825,gp Tshepisong Primary School
700221135,gp Tlakukani Primary School
700121285,gp Emadlelweni Primary School
700220947,gp Ndima Primary School
700231894,gp Mahlahle Primary School
700350256,gp Christiaan Beyers Primary School
700241761,gp Sinqobile Primary School (SOSHANGUVE)
122044,gp Don Mattera Special School
700251660,gp Margaret Gwele Primary School
700321257,gp Phepane Primary School
700270736,gp Hlangabeza Primary School
700922237,gp Mandlomsobo Primary School
700111245,gp Sedibathuto Primary School
700340729,gp Keketso Primary School
700121806,gp Thembu Primary School
700211268,gp Bapsfontein Farm Primary School
700400219,gp Tsakane Extension 15 Secondary School
700111211,gp Rebone Primary School
700110098,gp Flamingo Primary School
700911994,gp Siamisang Primary School
700311845,gp Zamukhanyo Primary School
700320275,gp Atlehang Primary School
700241844,gp Lesedi Primary School
700332099,gp Govan Mbeki Primary School
700351148,gp Thembalikazulu Primary School
700130237,gp Cyrildene Primary School
700210716,gp Garsfontein Primary School
700130799,gp Orchards Primary School
700910686,gp Kgomba Primary School
700311415,gp Nqubela Primary School (BENONI)
700250837,gp Roodekrans Primary School
700230854,gp Erasmia Primary School
700310565,gp Verkenner Primary School
700120519,gp Forest Hill Primary School
700241521,gp Vukosi Primary School
700250654,gp Unity Primary School
700240630,gp Dithabaneng Primary School
700232041,gp N'wa Mhinga Primary School
700131599,gp Summerwood Primary School
700914026,gp Masakhane Primary School
700240879,gp Leeuwfontein Farm Primary School
700260968,gp Ivory Park Primary School
700400212,gp Cosmo City West Primary School
700161794,gp Graceland Education Centre
700320614,gp Iphahlolleng Primary School
700230839,gp Eben Swemmer Primary School
700270371,gp Thuto Bokamoso Primary School
700132274,gp Igugu Primary School
700340281,gp Orion Primary School
700110791,gp Karabo Primary School
700110718,gp Gazankulu Primary School
700400234,gp Menzi Primary School
700152413,gp Witkoppen Primary Farm Primary School
700310284,gp Noorderlig Intermediate School
700160473,gp Germiston South Primary School
700140673,gp Kwa-Phalo Primary School
700910524,gp Ikageng Primary School
700340059,gp Shalimar Ridge Primary School
700231951,gp Matseke Primary School
700320911,gp Makgethe Primary School
700321513,gp Thabeng Primary School
700230888,gp Generaal Nicolaas Smit Primary School
700152140,gp Ikage Primary School
700161505,gp Summerfields Primary School
700330449,gp Suikerbos Primary School
700110940,gp Lumelang Primary School (SOWETO)
700331264,gp Rekgutlile Primary School
700132597,gp Mzamo Primary School
700110346,gp Zodiac Primary School
700251231,gp Boipelo Combined School
700400277,gp Barcelona Primary School
700211409,gp Irene Farm Combined School
700240267,gp Danie Malan Primary School
700911471,gp Rekopantse Primary School
700133215,gp Tshedimosho-Mehlaleng Primary School
700251751,gp Lesego Primary School (KRUGERSDORP)
700310524,gp Northmead Primary School
700270298,gp Gerrit Maritz Primary School
700132969,gp Sizanani Primary School
700133306,gp Zakheni Primary School (SOWETO)
700131748,gp Yeoville Primary School
700350249,gp Endicott Primary School
700321273,gp Pitseng Primary School
700400523,gp Rietvallei Extention 3 Primary School
700330928,gp Lebowa Primary School
700330639,gp Selborne Primary School
700160861,gp Baanbreker Primary School
700160044,gp Lakeside Primary School
700111385,gp Thulani Primary School
2551900,gp Sizwile School
700911205,gp Mlokotwa Dube Primary School
700351288,gp Zamani Primary School
700910350,gp Edwin Moalusi Primary School
700321679,gp Tsoaranang Primary School
700910780,gp Kulani Primary School
700271495,gp Hlanganani Primary School
700261206,gp Shukumani Primary School
700925181,gp Hlabelela Primary School
700252056,gp Hector Peterson Primary School
700161018,gp Witfield Primary School
700250019,gp Dr Yusuf Dadoo Primary School
700220889,gp Morakoma Primary School
700930375,gp Fochville Primary School
700120261,gp Nancefield Primary School
700160440,gp Freeway Park Primary School
700311514,gp Siphumelele Primary School
700210856,gp Wierdapark Primary School
700150029,gp Marlboro Gardens Intermediate School
700270033,gp Toekomsrus Primary School
700221283,gp Mahlasedi-Masana Primary School
700161083,gp Parkdene Primary School
700230912,gp Kameeldrift Primary School
700311530,gp Sozizwe Primary School
700260414,gp Mooifontein Primary School
700321471,gp Siviwe Primary School
700140608,gp Ipolokeng Primary School
700110825,gp Khotso Primary School
700321463,gp Setlabotjha Primary School
700121376,gp Hoernle Primary School
700110817,gp Khauhelo Primary School
700150821,gp Halfway House Primary School
700110148,gp Lenasia Model Primary School
700162214,gp St Michael's Primary School
700151258,gp Rand Park Primary School
700240788,gp Kgotlelelang Primary School
700230896,gp Hermanstad Primary School
700241852,gp Gontse Primary School
700350736,gp Happiness Primary School
700140947,gp Meadowlands Primary School
700231779,gp Isaac More Primary School
700152454,gp Muzomuhle Primary School
700341446,gp Umkhathizwe Primary School
700340471,gp Cathula Primary School
700341388,gp Tikelo Farm Primary School
700312140,gp Langaville Primary School
700211615,gp Refano Farm Primary School
700910761,gp Kopa Dilalelo Primary School
700400541,gp Denver Primary School
700250092,gp Constantia Kloof Primary School
700331447,gp Tshepana Primary School
700400404,gp Polokong Primary School
700911703,gp Radineo Primary School
700160846,gp Klopperpark Primary School
700132522,gp Mohloding Primary School
700251686,gp Matlhasedi Combined School
700241828,gp Reabetswe Primary School
700926047,gp Zivuseni Primary School
700330407,gp Kollegepark Primary School
700132456,gp Lukholweni Primary School
700161968,gp Polokegong Primary School
700111518,gp Daxina Primary School
700111492,gp Olifantsvlei Farm Primary School
700911845,gp Retlilepele Primary School
700320549,gp Fukama Primary School
700250613,gp Culembeeck Primary School
700160036,gp Goede Hoop Primary School
700320283,gp Bafokeng Primary School
700150797,gp Boskop Primary School
700133207,gp Tshebelisanong Primary School
700231001,gp Tuine Primary School
700350389,gp Nigel Primary School
700110296,gp Pentarosa Primary School
700251397,gp Fj Kloppers Farm Primary School
700240515,gp Ayanda Primary School
700270256,gp Westgold Primary School
700120725,gp Dalmondeor Primary School
700250589,gp Krugersdorp Town Primary School
700320903,gp Makapane Primary School
700321158,gp Mthombolwazi Primary School
700261073,gp Mehlareng Combined Farm Primary School
700220624,gp Ezazi Primary School
700912363,gp Bethesda Special School
700110734,gp Ikemeleng Primary School
700210641,gp Bakenkop Primary School
700342014,gp Tamaho Primary School
700911799,gp Refitlhile Primary School
700351197,gp Tsimong Primary School
700321745,gp Zithulele Primary School
700240648,gp Dominican School for the Deaf
700140392,gp Bapedi Primary School
700133108,gp Thabaneng Primary School
700240366,gp Wonderboom Primary School
700220723,gp Koos Matli Primary School
700261131,gp Nyiko Primary School
700220368,gp Rietfontein North Primary School
700121848,gp Tshebedisano Primary School
700140954,gp Sivelile Primary School
700914036,gp Makgake Primary School
700150185,gp Bryandale Primary School
700133264,gp Vukani Primary School (SOWETO)
700400518,gp Sediba Sa Thuto Primary School
700241414,gp Tlamaganyo Primary School
700210898,gp Lynnwood Ridge Primary School
700341263,gp Simunye Primary School
700120022,gp Cavendishstraat Primary School
700311340,gp Mangosuthu Primary School
700240820,gp Kodumela Primary School
700400554,gp Laezonia Primary School
700261339,gp Thembinkosi School for LSEN
700252809,gp Klip Valley Primary School
700231373,gp Rietondale Primary School
700132407,gp Leresche Primary School
700310714,gp Rynfield Primary School (MALHERBE Str)
700161836,gp Jongimfundo Primary School
700250035,gp Arthur Matthews Primary School
700341453,gp Umtholo Primary School
700121731,gp Sefika Primary School
700261123,gp Mvelaphanda Primary School
700331462,gp Tsoelopele Primary School
700311506,gp Siphethu Primary School
700221226,gp La Montagne Primary School
700241216,gp Rivoningo Primary School
700311274,gp Letsie Primary School
700232306,gp Walton Jameson Primary School
700270892,gp Malerato Primary School
700220608,gp Emasangwene Primary School
700132308,gp Itekeng Primary School
700261164,gp Saffola Primary School
700120329,gp St Ives Primary School
700152116,gp Emfundisweni Primary School
700252792,gp Kid Maponya Primary School
700160275,gp Colin Mann Primary School
700160945,gp Goudrand Primary School
700911754,gp Rapelego Primary School
700350769,gp James Nkosi Primary School
700151944,gp Wendywood Primary School
700270504,gp Randfontein Combined School
700320267,gp Ahanang Intermediate Primary School
700133348,gp New Nation School
700350645,gp Duduza Primary School
700320341,gp Bophelong Primary School
700161877,gp Kutloanong Primary School
700331900,gp Tiisetso-Bekezela Primary School
700310466,gp Brentwoodpark Primary School
700110882,gp Leitshibolo Primary School
700400211,gp Tirisano Mmogo Primary
700311241,gp Lesabe Primary School
700220517,gp Sonitus Special School
700220046,gp Nantes Primary School
700150482,gp Franklin D Roosevelt Primary School
700141101,gp Tsumbedzo Primary School
700320382,gp Buladitshaba Primary School
700351114,gp Sizwesethu Primary School
700310052,gp Benoni Primary School
700341297,gp Sonqoba Primary School
700220327,gp Lindopark Primary School
700320861,gp Lindisa Primary School
700330431,gp Sonlandpark Primary School
700330076,gp Arcon Park Primary School
700910881,gp Lesolang Primary School
700210120,gp Glenstantia Primary School
700350892,gp Masimini Primary School
700350462,gp Selpark Primary School
700311381,gp Michael Zulu Primary School
700932331,gp Wedela Primary School
700351130,gp Thakgalang Primary School
700140160,gp Cliffview Primary School
700251595,gp Lodirile Primary School
700161976,gp Rebontsheng Primary School
700241141,gp Redibone Primary School
700400112,gp Julius Sebolai Primary School
700120527,gp Futura Special School
700400423,gp Diepsloot Primary School
700111351,gp Thathani Primary School
700400201,gp Thembekile Primary School
700211722,gp Ukuthula Farm Primary School
700350264,gp Dunnottar Primary School
700210096,gp Cullinan Intermediate School
700111468,gp Zibambele Primary School
700321562,gp Thuthukani Primary School
700911424,gp Motjibosane Primary School
700252445,gp Mphe-Thuto Primary School
700132068,gp Ditau Primary School
700340307,gp Randhart Primary School
700341362,gp Thulisa Primary School
700150425,gp Fairways Primary School
700110924,gp Lo Itekile Primary School
700341537,gp Zonkizizwe Primary School (Katlehong)
700321653,gp Tshirela Primary School
700150979,gp Midrand English Medium Primary School
700130294,gp Eastgate Primary School
700133140,gp Bree Primary School
700400178,gp Cosmo City Primary School
700321349,gp Qwelang Primary School
700120113,gp Ew Hobbs Primary School
700270876,gp Mablomong Primary School
700260745,gp Endulweni Primary School
700321661,gp Tshitso Primary School
700252098,gp Wd Oliphant Combined School
700230821,gp Die Heuwel Primary School
700120196,gp Kliptown Primary School
700910652,gp Kekana Primary School
700152157,gp Masakhane-Tswelelopele Fs-ex Impumelelo-Zandspruit Primary School
700310516,gp Morewag Primary School
700342080,gp Realeboha Primary School
700121459,gp Khandubuhle Primary School
700270587,gp Westonaria Primary School
700111443,gp Vusisizwe Primary School
700350942,gp Nkabinde Primary School
700911336,gp Molefe Mooke Primary School
700230052,gp Laudium Heights Primary School
700161190,gp Galway Primary School
700210658,gp Constantiapark Primary School
700311118,gp Inkatha Ka Zulu Primary School
700331629,gp Laus Deo Primary School
700320168,gp Vaalrivier Primary School
700270579,gp Westfields Primary School
700311522,gp Solomon Motlana Primary School
700321075,gp Montsosi Primary School
700350926,gp Muzomsha Primary School
700350728,gp Gorogang Primary School
700340943,gp Monde Primary School
700121814,gp Thusanang Primary School
700350330,gp Welgedag Primary School
700230862,gp Generaal Beyers Primary School
700121046,gp Rosettenville Central Primary School
700400327,gp Orchards Primary School (TW)
700110189,gp Lancaster Primary School
700250977,gp Rant-en-Dal Kliniek Special School
700141218,gp Dowlinglaan Primary School
700350298,gp Morester Primary School
700240283,gp Klipdrift Primary School
700130336,gp Fairsand Primary School
700131946,gp Mbuyisa Makhubu Primary School
700230979,gp Riviera Primary School
700351080,gp Sibonisiwe Primary School
700351155,gp Theo-Twala Primary School
700261107,gp Rebonwe Primary School
700252007,gp Mayibuye Primary School (SOWETO)
700211300,gp Boschkop Farm Primary School
700400078,gp Kaalfontein Primary School
700231902,gp Makgatho Primary School
700152041,gp Bovet Primary School
700232132,gp Philena Middle Farm Primary School
700910274,gp Dikago Dintle Primary School
700350835,gp Kwa-Thema Primary School
700271072,gp Izanokhanyo Combined School
700241513,gp Vukani Primary School (SOSHANGUVE)
700110064,gp Apex Primary School
700340133,gp Brackenhurst Primary School
700141226,gp Wilhelmina Hoskins Primary School
700110908,gp Thuthukani-Tswelopele Primary School
700240259,gp Akasia Primary School
700311563,gp Thuthukanisizwe Primary School
700162289,gp Dawn Park Primary School
700121707,gp Pimville Primary School
700132381,gp Lekang Primary School
700913626,gp Tim Modise Primary School
700231944,gp Masizani Primary School
700211185,gp Valhalla Primary School
700141200,gp Newclare Primary School
700220574,gp Bula-Dikgoro Primary School
700152322,gp Riversands Farm Primary School
700111179,gp Putalushaka Primary School
700160028,gp Ekurhuleni Primary School
700340877,gp Maitjibulo Primary School
700251314,gp Diphalane Primary School
700341230,gp Setsing Primary School
700320150,gp Totius Primary School
700241059,gp Padisago Primary School
700133652,gp Adelaide Tambo Special School
700340885,gp Maphanzela Primary School
700212192,gp Chokoe Primary School
700311555,gp Thopodi Primary School
700261115,gp Moriting Primary School (KEMPTON PARK)
700231522,gp Bathabile Farm Primary School
700340521,gp De Bruyn Primary School
